,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2
1665,2.28494301,1.043e-05,-1.043e-05,132.92343,0.00331,-0.00331,0.013,0.448,-0.013,1.01,0.14,-0.14,161.8,19.9,-19.9,1.0,0.18,-0.09,1180.0,458.39,260.01,-121.59,10.6,5396.0,159.0,-159.0,4.571,0.04,-0.112,0.789,0.143,-0.071
1666,439.21978,0.01354,-0.01354,523.3139,0.02,-0.02,0.2863,0.1998,-0.2862,9.392,0.601,-0.601,342.3,33.5,-33.5,1.81,0.62,-0.17,266.0,1.18,1.17,-0.32,10.3,6553.0,161.0,-206.0,4.479,0.048,-0.048,0.962,0.331,-0.088
1667,22.2548897,0.0006853,-0.0006853,142.2563,0.0285,-0.0285,0.239,0.228,-0.239,13.454,0.917,-0.917,83.8,8.4,-8.4,2.16,0.74,-1.38,899.0,154.4,164.63,-136.21,11.8,5349.0,185.0,-148.0,3.76,0.727,-0.242,2.388,0.819,-1.521
1668,1.01485981,7.069e-05,-7.069e-05,131.6159,0.0101,-0.0101,0.185,0.263,-0.185,1.65,0.238,-0.238,243.0,35.0,-35.0,1.61,0.56,-0.19,1928.0,3274.72,3380.65,-1087.03,8.4,6158.0,171.0,-236.0,4.453,0.056,-0.224,1.024,0.358,-0.119
1669,15.3902613,0.0002628,-0.0002628,140.8602,0.0113,-0.0113,0.231,0.224,-0.231,3.431,0.395,-0.395,76.8,9.5,-9.5,4.39,0.55,-1.66,1459.0,1069.24,352.78,-687.63,9.4,5649.0,67.0,-109.0,3.282,0.255,-0.085,4.994,0.631,-1.892
1670,279.036565,0.008788,-0.008788,246.6289,0.0191,-0.0191,1.198,6.728,-0.019,31.92,1.6,-1.6,395.2,15.7,-15.7,30.25,5.32,-3.87,323.0,2.58,1.19,-0.73,31.7,6072.0,81.0,-90.0,4.285,0.103,-0.126,1.273,0.224,-0.163
1671,26.8552365,0.000483,-0.000483,146.688,0.0137,-0.0137,0.825,0.2064,-0.5623,2.185,0.524,-0.524,194.2,50.5,-50.5,1.49,0.6,-0.13,618.0,34.48,39.95,-9.41,6.7,6045.0,150.0,-190.0,4.494,0.043,-0.043,0.955,0.381,-0.087
1672,16.2347636,0.0002556,-0.0002556,139.9705,0.0139,-0.0139,0.046,0.404,-0.046,4.2,0.374,-0.374,115.5,12.6,-12.6,1.28,0.41,-0.16,852.0,124.25,111.35,-40.68,10.7,6478.0,160.0,-208.0,4.371,0.065,-0.195,1.188,0.37,-0.148
1673,2.3518268,0.0007684,-0.0007684,134.352,0.47,-0.47,1.23,4.198,-0.112,5.797,0.291,-0.291,576.6,28.0,-28.0,39.82,8.72,-13.09,1535.0,1313.37,798.56,-758.75,24.5,5445.0,109.0,-87.0,4.14,0.322,-0.138,1.426,0.312,-0.469
1674,3.57944367,4.337e-05,-4.337e-05,133.46198,0.00756,-0.00756,0.3976,0.0398,-0.3976,1.869,0.335,-0.335,117.2,19.6,-19.6,0.87,0.29,-0.07,1018.0,253.89,265.12,-63.15,8.5,5341.0,182.0,-143.0,4.546,0.041,-0.041,0.801,0.27,-0.068
