,kepid
6122,6428602
6125,6447372
6128,8231667
6130,3439096
6131,3324644
6132,5437945
6133,1161949
6134,4077252
6135,4077767
6137,4144238
6141,4160006
6145,5440472
6146,5440651
6148,5446961
6149,5467126
6155,6525196
6156,6525398
6157,6526377
6159,1297263
6161,1572948
6162,1725193
6164,1870398
6167,4179201
6170,4245861
6171,4246343
6172,4253860
6173,4274816
6174,5470851
6175,5471108
6177,5525484
6180,5551240
6181,6527229
6183,6543674
6184,6548429
6186,6599305
6187,6600515
6188,6608090
6189,2010607
6194,2165352
6195,2305255
6198,4281023
6199,4281700
6201,4365461
6202,4366923
6203,4449752
6204,4455763
6205,5563057
6206,5565261
6207,5602409
6208,5603270
6209,5612111
6210,5616628
6211,5623137
6212,6611779
6214,6612973
6215,6615600
6217,6635813
6219,6677415
6220,2309910
6225,2452289
6227,2569488
6228,4459503
6229,4464689
6230,4469825
6231,4470888
6235,5623839
6236,5650420
6238,5653152
6239,5653163
6240,5685113
6242,5698524
6245,6864891
6249,7891264
6250,6880123
6251,6891512
6252,2569516
6253,2570432
6254,2574543
6255,2578811
6256,7897936
6257,2582800
6258,2707916
6260,4540508
6261,4565943
6263,4570555
6264,4586482
6265,4647949
6266,4678873
6267,4732015
6268,5709014
6269,5732636
6272,5780194
6273,5781991
6275,5791713
6276,6681473
6277,6688318
6279,6692742
6280,6695801
6281,6699562
6282,6707260
6283,6718474
6284,2710101
6285,2711123
6286,2833632
6287,2836076
6288,2850321
6292,4732137
6295,4740375
6296,4741777
6299,4760478
6301,5794687
6302,5817712
6304,5858519
6306,5869272
6307,5905728
6311,6762188
6313,6766583
6320,3117115
6322,3222680
6325,4769799
6328,4814168
6330,4819158
6332,5942112
6334,5949765
6336,5956038
6337,5963591
6341,6947062
6342,6948815
6343,6952570
6345,7011044
6346,7013635
6347,3240049
6353,3341982
6355,4840327
6356,4843751
6359,4902673
6363,5967194
6364,5980354
6366,5986270
6367,5989391
6374,3428359
6377,3449540
6378,3449870
6383,4927738
6384,4937140
6386,4945035
6387,6033602
6394,6047853
6395,3459529
6398,3542117
6399,3542928
6400,3545749
6401,3546821
6403,4946581
6405,4996558
6406,5006817
6407,5008775
6408,5015027
6409,5016163
6410,5024476
6411,6058896
6412,6062298
6413,6065010
6416,6116605
6417,6118840
6418,6129632
6421,3555178
6422,3632330
6423,3641216
6424,3644399
6425,3644649
6429,5037742
6430,5039053
6431,5080565
6432,5091808
6433,6139220
6435,6145939
6436,6149980
6437,6184894
6438,6195792
6442,3646515
6449,5105886
6451,5113146
6452,5130563
6453,5131276
6455,5174677
6457,6205384
6458,6205405
6459,6206470
6460,6263468
6462,6277594
6463,9002278
6464,6026438
6469,3763724
6471,3836450
6472,3836509
6473,3836522
6475,5179609
6476,5181086
6481,5199426
6483,6281127
6484,6285906
6485,6287131
6486,6289459
6490,6342980
6491,8753896
6494,4909707
6495,7919516
6496,6850665
6497,4948730
6498,3848665
6499,3848919
6500,3848948
6501,3852865
6502,3854101
6503,3858926
6504,3859890
6506,5213005
6509,5260419
6510,5262539
6511,5263802
6513,5271637
6520,6363560
6524,7130418
6525,12208887
6526,10711551
6527,7919867
6528,11081512
6530,3867593
6531,3941219
6532,3953106
6533,3953212
6536,3965326
6538,9268456
6539,9271739
6541,9274431
6546,10189542
6547,10191056
6550,10201891
6551,10208477
6552,10222603
6553,7581535
6554,7592339
6555,7598326
6556,7599004
6557,7618231
6558,7619667
6562,8509781
6563,8510197
6564,8516349
6567,8542879
6569,9306677
6572,9357578
6573,9362842
6575,9368524
6576,10227881
6577,10266852
6579,10292000
6582,10320341
6589,7674050
6591,7700561
6592,8546464
6594,8547366
6595,8547525
6599,8552607
6600,9390655
6606,9402859
6607,9407689
6612,10416390
6613,10419108
6617,7731281
6618,7743464
6620,7747197
6621,7750342
6622,7751133
6624,8560475
6625,8561192
6629,8575061
6630,8612291
6632,9412267
6634,9418508
6635,9449320
6636,9451521
6637,9455322
6638,9455526
6641,10480952
6646,10547378
6647,10548411
6652,7800285
6653,7804128
6654,7809049
6655,7811057
6656,8622875
6660,8655076
6662,8671707
6663,8676061
6664,9457533
6665,9463329
6676,10556891
6677,10579570
6679,10591578
6685,7837526
6687,7884986
6688,8677186
6690,8682751
6691,8715564
6693,8718273
6694,8737343
6696,9489348
6697,9517242
6701,9543302
6703,10799291
6707,10817600
6711,7885558
6715,7900727
6716,7902719
6717,7916058
6719,8742270
6720,8745553
6721,8747222
6723,8766285
6725,8812360
6727,9579072
6731,9594992
6733,9598315
6736,10616317
6737,10616656
6741,10661679
6744,7938499
6746,7948619
6748,7967210
6749,7970194
6750,7978202
6751,8823893
6752,8836224
6757,8891684
6758,8904714
6759,9645188
6761,9662475
6763,9705620
6764,9715631
6767,10677763
6770,10724569
6774,10777591
6780,8016211
6784,8935352
6786,8939211
6787,8939650
6789,8949512
6791,9758615
6792,9771920
6793,9775475
6795,9780149
6798,9837659
6801,10879247
6803,10905641
6804,10920086
6806,10958972
6808,8035322
6810,8037038
6813,8043968
6817,8975776
6818,8979500
6819,9003126
6820,9008125
6825,9845362
6827,9847239
6828,9848760
6829,9850843
6832,7022603
6833,7024045
6834,7035812
6835,7038988
6838,8075618
6842,8105398
6844,8106139
6847,9016592
6855,9875101
6857,9896438
6858,9899514
6859,9899607
6860,9908486
6863,7107567
6864,7109680
6867,7123614
6872,8155368
6874,8179747
6875,8192427
6878,9049550
6879,9049697
6883,9087071
6886,9911112
6887,9933600
6888,9934274
6891,9941387
6892,9941550
6896,7174911
6897,7176424
6898,7184556
6900,7189825
6903,8223655
6904,8229361
6905,8234889
6907,8241736
6910,9101279
6911,9108058
6913,9116075
6915,9117123
6916,9118858
6917,9137257
6919,9954225
6920,9957659
6921,9957668
6923,9967398
6928,7203858
6932,7207081
6937,8288404
6942,9141355
6943,9142225
6947,9153246
6951,10002266
6952,10004515
6953,10004772
6954,10006096
6955,10007492
6957,10018364
6958,7255910
6959,7256460
6960,7258902
6963,7345136
6964,7352727
6966,8308639
6967,8313697
6968,8351919
6970,8352016
6971,8364969
6975,9164003
6978,9178502
6980,9180282
6981,9181402
6982,10023469
6985,10074700
6988,10096697
6997,7456380
7000,8414914
7009,9216231
7015,10132552
7016,10132908
7017,10141271
7019,10158715
7020,10161534
7021,7458433
7023,7468295
7024,7516073
7025,7538450
7029,8442463
7030,8474892
7031,8480642
7032,8482513
7033,8487777
7034,8495232
7035,8499922
7036,8505674
7044,11465869
7046,11506938
7084,11924426
7087,11968514
7097,12156805
7098,12165063
7102,12257851
7103,12265150
7107,10964747
7116,12405436
7126,11037818
7130,12645262
7131,12645761
7135,12736658
7136,12835139
7139,11073238
7143,11090561
7153,11176166
7162,11338918
7165,11341314
7172,11401845
7179,8517303
7181,10055126
7184,9285265
7188,6525209
7189,6368175
7196,2445134
7198,3347485
7201,2707097
7202,2719873
7207,8590780
7208,8613338
7210,8653134
7211,8702921
7213,8957954
7214,8984706
7215,4247807
7217,8030339
7218,8037145
7220,5471675
7223,3530668
7226,3831911
7227,3852258
7228,3858919
7229,3869326
7230,3971315
7232,2997455
7233,3003991
7234,3003991
7235,3229028
7237,3230787
7243,9101400
7244,9119652
7246,9145861
7248,7100673
7249,7100673
7251,4150496
7253,6129694
7255,9899315
7257,4049124
7258,4275328
7259,4753561
7260,4912991
7262,5036966
7263,5254230
7265,3634051
7266,7967517
7268,3761319
7269,3761319
7270,3762553
7273,9282687
7275,9291629
7278,9304923
7279,9343862
7284,5385410
7285,3645438
7290,5385139
7291,5385150
7293,8210370
7295,5385566
7297,5386163
7298,5470960
7305,4285087
7307,9394605
7308,9471755
7309,9479460
7310,9549472
7311,9576197
7312,8110758
7313,9579860
7317,5796186
7318,5471068
7319,5471192
7320,5471217
7321,5471769
7322,5471770
7323,5556804
7324,5597970
7328,4547480
7332,4740676
7337,9774400
7338,9839081
7339,9974142
7341,10163066
7343,8780959
7344,8780959
7347,6592335
7348,5951416
7350,5643492
7351,5795648
7352,5961350
7353,10340423
7354,5979863
7359,4826439
7361,4990977
7362,5034333
7363,5039441
7364,8231299
7365,5121173
7371,10219361
7372,10228942
7373,10341878
7374,10357831
7377,6182019
7378,6191945
7379,6209347
7380,6268722
7381,6301030
7382,10480982
7386,5385548
7387,5385778
7392,5629353
7396,10414727
7397,10483644
7399,10601549
7400,10614158
7401,8505215
7404,6614926
7405,6628237
7406,6694186
7407,6934587
7408,7219906
7410,7295570
7411,7362852
7417,5814635
7420,10717220
7421,10728219
7423,8112324
7424,10971944
7425,10973583
7426,10989274
7427,11099351
7428,11147460
7429,10662202
7431,10743597
7432,4247991
7436,8042747
7437,9008737
7441,7537945
7442,7624297
7444,7695093
7447,5817566
7448,5952403
7453,4150539
7454,6182093
7456,11252617
7457,8245108
7458,11252617
7464,7830321
7465,7841986
7466,7877820
7467,7914906
7469,8019043
7470,8023317
7471,8126531
7473,6197038
7477,6362386
7478,8260269
7479,6449358
7480,6593968
7481,6674908
7483,11558882
7486,8042835
7487,2853780
7490,11673686
7491,8153568
7492,8167938
7493,8167978
7494,8168581
7495,8230809
7496,8364115
7500,4150624
7502,6967278
7503,7108433
7504,7119080
7505,7129465
7507,11724210
7511,11867071
7512,11975363
7513,12207117
7515,8580438
7517,8655458
7518,8695779
7519,8953059
7521,9214712
7522,9214715
7523,7190639
7524,7198881
7525,7198881
7529,7464205
7530,7622059
7531,12367464
7532,12470041
7536,8179286
7538,2581191
7540,9221398
7541,9411317
7545,9549471
7546,9649222
7547,9664215
7551,7835312
7552,7838906
7553,7908367
7554,7908367
7555,7940533
7556,4142847
7560,4665571
7561,6364215
7562,7047363
7565,9851123
7566,9966115
7571,10288922
7576,7974634
7578,8058507
7579,8095099
7582,12206313
7588,10122538
7589,10659313
7590,10710755
7592,10735519
7593,8197767
7597,11408935
7599,8181016
7600,8197761
7601,4840513
7604,8265156
7606,10122538
7610,6609270
7612,11125797
7617,11519226
7619,11756821
7620,11769146
7623,11826400
7624,12010534
7626,7116117
7627,7868092
7628,3337061
7629,9826171
7632,4735826
7633,5005618
7634,4663658
7635,10467815
7636,10847721
7637,10118942
7638,9471539
7639,5482603
7640,2305819
7642,10284575
7644,10338624
7645,5307990
7646,2142501
7648,8413968
7649,9008103
7650,4376629
7651,3958301
7652,8211605
7653,11098573
7655,9837586
7657,8308682
7658,11442793
7659,3344427
7660,6205481
7661,4474637
7662,8435232
7663,6462874
7665,11450414
7666,5217733
7670,5716244
7671,5725851
7672,5731312
7674,5736461
7675,5737869
7676,5771589
7679,6672229
7680,6676725
7681,6695622
7682,6695889
7683,6697716
7685,6698670
7686,7541746
7687,7584778
7688,7588436
7691,7597703
7695,8314801
7696,8316503
7698,8345358
7699,8358008
7701,8364119
7702,9278021
7703,9284741
7704,9286728
7705,9291368
7706,9291368
7707,9291748
7709,9304561
7710,9328852
7712,10091257
7714,10095512
7715,10098534
7717,10155080
7718,10156064
7721,11199725
7722,11200773
7723,11228612
7724,11232745
7725,11233911
7726,11234677
7727,11235323
7730,8652360
7731,5476671
7733,4919550
7738,3858757
7739,3858767
7740,3858884
7742,3938073
7743,3972391
7745,3973002
7746,5025217
7747,5025234
7748,5025294
7749,5026187
7750,5031804
7751,5031882
7752,5036516
7753,5036530
7755,5802285
7758,5809372
7760,5871918
7761,5894825
7763,6706287
7768,6774408
7769,6778289
7770,6781047
7771,6781535
7772,8440062
7774,7630658
7775,7631194
7776,7662209
7778,7668648
7779,7670485
7780,7670617
7781,8367298
7782,8374499
7783,8378656
7784,8378922
7786,8381592
7787,8382339
7789,8398290
7790,9328864
7791,9334490
7793,9344623
7794,9353182
7795,9357275
7796,9357375
7798,9394920
7799,8524110
7801,10164018
7802,10189523
7803,10198109
7804,10208759
7805,10214328
7806,10215422
7807,10257903
7808,10258558
7813,11251058
7817,4732015
7820,9214712
7821,9214715
7822,7838906
7823,1026032
7825,3973504
7826,4042088
7828,4067549
7829,4069063
7830,4069213
7831,4075064
7833,4076952
7834,5036530
7835,5036538
7836,5038469
7837,5039687
7838,5042785
7839,5078879
7840,5080346
7841,5080652
7842,5894972
7845,5952457
7846,5962514
7847,5962716
7849,5977541
7850,5977804
7851,6792124
7853,6806632
7854,6841577
7856,6852488
7859,8460634
7860,7671594
7861,7677005
7863,7691527
7864,7695445
7866,7700578
7867,7707736
7868,7733540
7869,8411947
7870,8414159
7871,8414216
7872,8415863
7873,8423903
7877,8445775
7880,9412462
7882,9451096
7884,9466042
7885,9468296
7886,10264202
7888,10268809
7889,10274244
7890,10275887
7892,10290447
7893,10292465
7894,10294608
7898,11295085
7901,11356602
7902,11358392
7903,1433531
7904,1717528
7906,2012722
7907,2013883
7910,2162994
7911,2167444
7912,4078693
7913,4142768
7914,4149684
7916,4157488
7917,4160669
7918,4171955
7919,4174507
7921,5083252
7923,5091075
7927,5094301
7928,5983348
7929,5990753
7932,6035335
7933,6041511
7934,6042116
7935,6042663
7937,6859813
7938,6863840
7939,6864569
7941,6864859
7943,6877673
7944,6877871
7947,7751562
7948,7755741
7951,7769815
7953,7798259
7955,8453324
7956,8479107
7957,8479386
7958,8488876
7959,8504570
7960,8509346
7961,8517433
7963,9474969
7966,9509207
7968,9520700
7969,9529294
7971,10296163
7972,10330495
7973,10332789
7977,10345862
7978,10346522
7979,10352603
7980,11359305
7981,11391181
7982,11401869
7985,11455795
7986,11457191
7987,11462556
7990,2305372
7991,2306740
7992,2308957
7994,2437452
7996,2438061
7997,4180396
7998,4245897
7999,4252226
8000,4261960
8001,4269252
8003,4281895
8008,5111801
8010,5113809
8012,5115379
8015,6046311
8016,6048106
8017,6048255
8021,6066107
8023,6890618
8024,6925263
8025,6927629
8027,6936977
8028,6939670
8030,6947837
8031,6949550
8034,7816680
8037,7846730
8038,7847927
8041,8543278
8042,8552500
8043,8552540
8044,8553788
8046,8559796
8047,8559863
8049,9529856
8050,9536048
8051,9540450
8052,9540675
8054,9541567
8057,8540376
8058,10363300
8061,10407047
8062,10407430
8063,10407464
8064,10417704
8065,10420279
8066,10422852
8068,11499757
8070,11502172
8071,11502179
8072,11506235
8074,11560382
8075,11560431
8076,2438062
8077,2438517
8078,2442084
8080,2450716
8082,2557430
8083,2568971
8084,4284147
8085,4349935
8086,4352168
8087,4356621
8088,4357985
8090,4372410
8092,4372961
8094,5125048
8095,5126627
8097,5164794
8099,5172274
8100,5174492
8102,6103049
8103,6109688
8105,6128141
8107,6131659
8108,6146838
8109,6950275
8110,6953219
8114,6967430
8115,7009828
8117,7870250
8120,7885570
8121,7886329
8124,7938468
8125,8560861
8126,8565900
8128,8569819
8129,8574270
8130,8581658
8131,8590527
8132,8604993
8133,8608490
8134,9579789
8139,9596187
8141,9597095
8143,10454401
8144,10462826
8146,10468514
8148,10481054
8149,10486425
8150,11560447
8151,11601357
8153,11615481
8154,11616200
8155,11616631
8156,11616663
8157,11618798
8158,2570505
8160,2571075
8162,2580872
8163,2583777
8166,2708172
8167,4375101
8169,4384793
8170,4445630
8171,4446411
8172,4454219
8173,4456622
8174,4482738
8175,4484312
8176,5174920
8177,5181455
8178,5193386
8180,5196851
8182,5211470
8184,6147573
8185,6152521
8186,6185717
8189,6206751
8190,6207053
8196,7031948
8197,7031992
8198,7032117
8199,7032174
8200,7032383
8203,7947631
8204,7950775
8205,7955301
8206,7960295
8207,7960547
8208,7967100
8209,8610483
8211,8618226
8216,8690001
8218,9597854
8219,9602431
8221,9630640
8223,9635529
8224,9637299
8227,10490960
8228,10491031
8232,10547685
8233,10549576
8234,10552700
8235,11619964
8237,11651105
8238,11662440
8241,11704044
8242,11706658
8243,2708445
8244,2708614
8245,2711114
8247,2720354
8250,2856960
8251,4484356
8253,4540632
8254,4544623
8255,4565985
8257,4569590
8258,4574310
8259,4575824
8260,5216727
8262,5255552
8264,5266937
8265,5269407
8267,5272571
8268,6228703
8271,6279823
8272,6283224
8273,6285094
8274,6285396
8275,6285397
8276,7032968
8277,7033713
8278,7033748
8279,7049486
8280,7050754
8281,7090801
8282,7097571
8284,7970629
8285,7970760
8292,8700506
8293,8701327
8295,8713828
8296,8719897
8297,8736245
8299,8739209
8300,8746310
8301,9640921
8302,9640921
8303,9641031
8304,9641103
8306,9644683
8309,10556578
8310,10583181
8312,10592163
8314,10601538
8315,10601579
8316,10613718
8317,8557246
8318,11709022
8319,11724091
8320,11757422
8321,11763910
8322,11768970
8325,11811454
8326,8560280
8327,2860594
8328,2860788
8331,2973509
8335,4578594
8336,4587448
8338,4661634
8339,4665989
8340,4671584
8343,4725292
8346,5284133
8347,5285607
8349,5288543
8350,5294739
8352,5298620
8354,6292732
8356,6311637
8358,6364126
8359,6364195
8360,6364200
8361,6364247
8362,7105574
8363,7115200
8364,7115332
8365,7115463
8366,7115597
8367,7115878
8368,7116043
8371,8009500
8372,8013289
8373,8016214
8376,8039925
8380,8758161
8382,8767034
8383,8773948
8384,8784288
8385,8804358
8389,9655424
8392,9665503
8393,9673173
8396,9711751
8397,10619109
8398,10646620
8399,10649230
8401,10661913
8402,10661976
8403,10662021
8405,8560927
8406,11817750
8409,11855538
8410,11858541
8412,11873171
8414,3102024
8415,3110937
8416,3115480
8417,3120320
8418,3127817
8419,3228740
8422,4729553
8423,4736208
8424,4737302
8425,4739194
8426,4739565
8427,4740688
8428,4753988
8430,5301955
8432,5307574
8434,5310435
8435,5343976
8436,5347537
8437,5347784
8440,6367628
8443,6384840
8444,6386784
8445,6390236
8447,7116236
8448,7117513
8449,7117541
8450,7118545
8451,7125636
8452,7128918
8453,7132015
8455,8088354
8457,8094140
8461,8098515
8463,8104436
8467,8841616
8468,8845221
8470,8848104
8471,8848115
8472,8868657
8474,9762514
8475,9762519
8476,9777062
8477,9786821
8478,9790965
8481,9818732
8485,10685175
8486,10686876
8487,10686930
8488,10711913
8489,10732401
8490,11906217
8492,11913071
8493,11918482
8494,11922648
8495,11922782
8496,11923819
8498,11966557
8504,3245000
8506,3247294
8507,3248332
8509,3323289
8511,4758350
8512,4758368
8515,4768756
8517,4773155
8519,4832273
8521,5359678
8523,5385469
8524,5385647
8525,5385667
8526,5388229
8527,5389184
8528,6421483
8529,6421937
8531,6428942
8533,6437993
8535,6443392
8536,7137798
8537,7177553
8538,7177892
8539,7185487
8540,7198648
8541,7199935
8542,7200102
8543,7200225
8546,8112013
8549,8123170
8550,8123937
8551,8128965
8552,8129189
8555,8879915
8557,8890996
8558,8906676
8559,8938628
8562,9821078
8565,9848420
8566,9850387
8567,9850912
8568,9852050
8569,9873869
8570,10736223
8571,10736489
8572,10743600
8574,10753734
8575,10794242
8576,10794405
8579,11967004
8581,11970288
8582,12004679
8583,12004680
8587,12022517
8588,6307521
8589,7037540
8594,4349442
8596,3327980
8597,3329643
8598,3335816
8599,3337438
8601,3339538
8602,3341934
8603,3343866
8604,4839180
8605,4840263
8606,4840818
8607,4847832
8608,4851217
8610,4851356
8611,4862332
8612,4862625
8613,5393558
8614,5397905
8615,5444392
8618,5462901
8620,5471010
8621,6447326
8622,6448768
8624,6449552
8627,6466939
8629,8429014
8630,7200301
8631,7203179
8634,7212722
8636,7280953
8637,7281217
8638,7281229
8639,8143170
8640,8145789
8644,8158324
8645,8162376
8647,8953281
8648,8953426
8649,8953475
8650,8957572
8654,8973000
8655,9881258
8656,9899153
8657,9899193
8659,9899421
8661,9899583
8662,9906489
8664,10816107
8666,10847907
8668,10849244
8671,12022718
8674,12071006
8675,12105785
8676,12106875
8677,12157983
8678,12164751
8679,12217907
8680,10028352
8690,3352751
8692,3427776
8694,3440230
8695,3441340
8696,3448323
8697,4862625
8698,4863369
8700,4902030
8701,4908495
8702,4912589
8703,4914709
8704,4914737
8705,5471141
8706,5471328
8708,5471480
8709,5475712
8710,5479973
8711,5513822
8712,5513833
8713,6471229
8714,6471230
8715,6521174
8717,6522353
8718,6522750
8721,6531801
8722,7281356
8723,7281399
8724,7281410
8725,7281616
8726,7281699
8727,7282008
8728,7285616
8730,8178616
8732,8183389
8733,8192861
8735,8195877
8736,8196180
8737,8210721
8739,9001468
8740,9005854
8741,9007918
8743,9024857
8746,9906802
8747,9906841
8749,9913481
8750,9913798
8752,9934208
8753,9936698
8755,10909274
8756,10920813
8758,10924400
8760,10936427
8761,10937609
8762,10965963
8763,12251779
8764,12268220
8765,12302391
8767,12306808
8770,12353720
8771,8565912
8778,2853828
8779,7008149
8781,3542573
8782,3543270
8783,3544678
8787,3556742
8788,4917014
8789,4931073
8790,4932691
8792,4940201
8793,4946680
8794,4947726
8797,5529501
8798,5529560
8799,5530881
8800,5534476
8801,5534702
8802,5535280
8804,5553624
8806,6543682
8807,6545018
8808,6548447
8810,6584167
8813,6591789
8814,6593363
8815,7336754
8817,7350067
8818,7362534
8819,7362632
8820,7365447
8821,7366036
8822,7366065
8823,8211521
8826,8229048
8828,8234477
8830,8240861
8831,9049010
8832,9083503
8834,9093566
8835,9098590
8836,9098810
8838,9101208
8841,9944421
8843,9953736
8846,9963009
8847,8545603
8848,10976412
8849,10979716
8850,10982373
8851,10987439
8853,10991989
8856,12356746
8857,12356914
8858,12365000
8860,12367017
8861,12367310
8862,12403968
8864,12418816
8866,9959492
8873,3558803
8874,3634169
8875,3644174
8876,3655326
8878,3656700
8881,4949027
8882,4949214
8883,4950341
8886,5000179
8888,5018787
8891,5598639
8892,5610698
8893,5616489
8895,5621294
8896,5621299
8897,5622250
8899,6594972
8900,6595662
8902,6606282
8903,6606669
8905,6610219
8907,7368103
8908,7369523
8909,7376982
8911,7381695
8912,7385387
8913,7385478
8914,7421876
8915,8243263
8916,8244295
8919,8262223
8920,8265520
8921,8265990
8923,9119405
8926,9159301
8927,9163674
8929,9172506
8930,9179531
8931,9963639
8934,10000490
8938,10020423
8939,11027270
8940,11027722
8941,11029877
8943,11071207
8945,11076279
8950,12470530
8952,12506342
8955,12557713
8957,2437112
8958,8719324
8959,5471690
8964,5078025
8969,3757588
8970,3764411
8973,5019567
8975,5021732
8976,5022440
8977,5022900
8978,5024126
8979,5024268
8980,5024372
8982,5647638
8983,5653126
8985,5696909
8987,5700330
8991,6629156
8992,6629588
8993,6636020
8997,7431665
9001,7461314
9003,7499571
9006,8285254
9007,8285970
9008,8288719
9009,8294484
9011,8301013
9012,8302455
9014,8311864
9015,9181340
9017,9205993
9018,9207508
9019,9210828
9021,9236858
9022,9243795
9024,10026136
9026,10031409
9027,10031526
9028,10031808
9030,10063044
9033,11134079
9034,11137061
9037,11147276
9038,11154043
9041,4548011
9042,2852941
9050,3831523
9051,3834364
9052,3836413
9053,3836439
9055,3851134
9056,3851193
9057,9595956
9058,9655792
9059,9970396
9061,10253638
9063,10341777
9064,10407271
9065,10471167
9068,11296798
9069,11463950
9072,12253534
9073,12304202
9075,9291039
9076,10155321
9078,4953173
9081,6363560
9085,10535708
9086,11453930
9087,4737267
9088,5955321
9089,6182093
9092,10621666
9093,5211470
9094,6665064
9096,3458687
9097,3749508
9098,3955867
9100,4074294
9101,4380560
9102,4384652
9103,7697568
9104,4483235
9105,4662363
9106,4680745
9107,4851195
9109,5024414
9110,5177065
9111,5268955
9114,5598645
9115,5696518
9117,5908086
9118,6307243
9119,6350522
9120,6385302
9125,6590362
9126,6628740
9128,7031126
9129,7031208
9130,7031742
9131,7032568
9132,7032687
9134,7116282
9135,7116859
9136,7133286
9138,7214090
9139,7281694
9140,7362450
9141,8007262
9143,8106973
9146,8258103
9151,8649876
9153,8846809
9154,8868686
9155,9025662
9156,8572936
9157,9837578
9158,7821010
9159,5473556
9160,6504534
9162,5652983
9164,9246715
9165,9292130
9166,9541144
9172,8749844
9174,8703491
9176,9079587
9177,8703506
9178,8590776
9179,8761550
9180,8686761
9181,8873450
9183,8750503
9184,8639155
9185,9021047
9186,8587439
9187,8712863
9188,9079915
9189,10208894
9190,10214873
9192,10268714
9193,10281311
9194,10341876
9199,10219288
9200,10226343
9201,10263598
9202,10266860
9203,4763020
9204,5128966
9205,5288744
9206,5305225
9207,5598216
9208,5637036
9209,5647008
9211,10404545
9212,10425070
9213,10425070
9214,10461045
9215,10493253
9217,10321927
9219,10322797
9222,10340212
9223,10383729
9224,5709226
9226,5791705
9228,5812648
9230,5872139
9231,10519701
9232,10664150
9233,10735575
9234,10753394
9235,10875937
9237,11087662
9238,10389280
9239,10397315
9242,10405482
9246,5955427
9247,5956977
9248,6043574
9249,6049470
9250,6105359
9252,11099109
9253,11124353
9255,11400356
9257,11449696
9258,11456839
9260,10462462
9261,10470882
9262,10470993
9263,10471005
9264,10471055
9266,6119605
9268,6286633
9269,6451125
9271,6516529
9273,11501492
9275,11649292
9276,11760931
9277,11854061
9280,10471243
9281,10471296
9282,10535886
9284,10535926
9285,10535991
9286,10536177
9287,6600492
9288,6685403
9289,6846544
9291,6887321
9292,6953281
9293,7020168
9294,12012872
9295,12069319
9296,12121118
9297,12252732
9298,12554051
9300,12555140
9302,10614845
9303,10616829
9304,10686909
9305,10730250
9307,10801951
9308,7049771
9309,7053328
9312,7185710
9313,7282872
9314,7340624
9315,12647110
9318,3662635
9319,3734501
9320,4169315
9328,10877024
9330,10920420
9332,7622473
9333,7662744
9335,7690521
9336,7747835
9337,7762886
9338,7811537
9339,4566999
9340,4569942
9342,4772095
9343,4847801
9344,5026023
9346,9101271
9347,9118340
9349,9159198
9354,11135119
9356,11145726
9360,7811537
9361,7874976
9362,7888957
9365,7959310
9366,8012732
9367,5391407
9368,5468555
9369,5638699
9371,5871116
9373,6032318
9374,9347066
9376,9392016
9377,9429631
9379,9518558
9388,8028465
9389,8129641
9390,8226720
9394,8588982
9395,6182508
9396,6195669
9398,6583107
9400,6946985
9401,7106438
9403,9531850
9404,9541094
9405,9579753
9406,9588880
9407,9592831
9408,9602658
9411,11565903
9413,11612241
9414,11661803
9415,11661803
9416,8608544
9418,8618147
9419,8630840
9420,8683144
9422,8740744
9423,7451315
9424,7751294
9426,8008913
9428,8108450
9429,8293631
9431,9639021
9436,9651155
9439,11724094
9440,11774383
9441,11804952
9442,11819135
9444,8742735
9445,8743244
9446,8743244
9448,8766268
9449,8808064
9450,8813404
9454,8873674
9457,9209808
9458,9656547
9459,9658192
9461,9710626
9462,9710792
9463,9770983
9465,11918793
9466,11922290
9467,11966668
9468,11967872
9469,12004656
9470,12008916
9471,12021943
9472,8815031
9473,8821936
9476,9075882
9477,9084832
9478,9093859
9479,9239670
9480,9388557
9481,9532997
9482,9536836
9484,10010452
9485,10226420
9486,9777990
9487,9813678
9489,9838537
9490,9838761
9491,9839062
9492,9851983
9496,12419303
9497,12453855
9501,9216810
9503,9340460
9504,9409493
9508,10459805
9512,11867733
9515,9899216
9516,9899256
9518,9899621
9519,9899623
9521,12644020
9524,2712825
9526,3533483
9528,9771576
9529,9827094
9531,9873604
9533,9899449
9534,9962731
9535,12117215
9537,9912977
9539,9941425
9541,9959765
9544,3954211
9545,4056579
9546,4276445
9547,4371172
9549,4645492
9550,4738095
9551,10023069
9553,10079317
9554,10079481
9555,10081899
9557,10205598
9558,10031643
9559,10090151
9561,10147276
9563,10156110
