,star_key
7608,88.73909_-65.95884
7609,312.45749_-24.42869
7610,155.83148_-57.59025
7611,140.88389_-67.02601
7612,87.28259_-60.49844
7614,147.38517_-63.30648
7615,128.45464_-49.94035
7616,319.9497_-58.14893
7617,128.61421_-61.48826
7618,138.40225_-55.19791
7619,128.30232_-52.7142
7620,159.8877_-32.51188
7621,126.41947_-60.90751
7622,144.58154_-67.5051
7623,136.5277_-54.90392
7624,253.76885_-28.71058
7625,337.45782_-48.0031
7626,239.96225_-28.06179
7627,40.36594_-71.46275
7628,337.51027_-75.64656
7629,290.97712_-33.35142
7631,293.28662_-54.53273
7632,68.95982_-64.02704
7634,38.12097_-78.02368
7635,296.00394_-47.56203
7636,296.00394_-47.56203
7637,286.36675_-50.06735
7638,285.09652_-54.89334
7639,288.672_-59.57935
7642,313.78324_-34.13575
7643,289.47854_-32.86133
7644,280.18417_-58.45939
7645,75.62731_-72.914
7646,287.4844_-49.66494
7647,309.97121_-65.4497
7648,294.63369_-55.33027
7649,306.92865_-56.46229
7650,316.96148_-26.09672
7652,238.00101_-76.49349
7653,272.31138_-76.30096
7654,228.84306_-52.88599
7655,313.21548_-25.68738
7656,242.01632_-68.58883
7657,217.02288_-64.63429
7658,215.80526_-63.04598
7659,133.82668_-73.17331
7660,189.77586_-74.57402
7661,189.77586_-74.57402
7664,5.61852_-59.94259
7665,9.12614_-83.56707
7666,319.55147_-77.52911
7667,263.00321_-76.85826
7668,279.72129_-85.70914
7670,274.22162_-68.19778
7671,30.19849_-77.61038
7672,0.77449_-62.46932
7673,286.79183_-58.69724
7675,163.62892_-87.26974
7676,328.71084_-77.33743
7677,277.43294_-44.62551
7678,55.93364_-65.19378
7679,293.38927_-45.89267
7680,269.64864_-46.06552
7682,279.06247_-43.62061
7683,292.1953_-36.00026
7684,289.7618_-43.07422
7685,284.15796_-29.39836
7686,332.71434_-30.74972
7687,286.376_-41.43764
7688,286.376_-41.43764
7689,298.78128_54.78144
7690,294.82408_31.95804
7691,290.02096_36.63777
7692,193.39637_85.1295
7693,192.1849_64.85528
7694,192.1849_64.85528
7695,192.1849_64.85528
7696,192.1849_64.85528
7697,291.46308_25.18944
7699,264.96154_56.07897
7700,247.53472_80.30777
7701,290.70896_56.61539
7702,182.53865_77.35226
7703,297.71018_48.08186
7705,292.2868_30.29733
7706,266.96221_83.42883
7707,161.90903_71.65573
7709,307.8599_39.93892
7710,294.66141_31.2192
7711,283.4897_37.38082
7712,309.27585_32.47102
7715,293.42736_29.5963
7716,282.42081_48.09894
7717,357.84643_-70.15286
7718,301.31771_30.67067
7720,307.33661_37.50856
7721,232.14664_66.35871
7722,293.76498_37.53859
7723,198.15238_71.61814
7724,301.71047_38.43102
7725,15.00608_-58.90472
7726,300.80512_52.04084
7727,299.27386_35.98836
7728,282.47454_55.26639
7729,197.6831_70.76801
7730,209.21718_68.61821
7731,289.23869_31.32357
7733,279.10104_55.39178
7734,349.55927_-56.90399
7735,214.55577_82.19376
7737,201.61466_65.30635
7738,286.74712_71.71238
7739,272.20452_60.67878
7741,251.63346_65.71504
7742,306.73085_38.93227
7743,283.5267_37.72001
7744,301.41088_33.0492
7745,167.82148_69.96478
7746,291.12047_33.2737
7747,304.80003_32.58105
7748,166.88066_61.35257
7752,210.42736_-63.85264
7753,168.22674_-34.40694
7756,163.19882_-67.38747
7757,332.94824_-58.94608
7758,107.92102_-65.50886
7759,117.21488_-63.72012
7760,37.19784_-80.89911
7761,37.19784_-80.89911
7762,186.76736_-72.45185
7763,107.84368_-68.83334
7764,319.69959_-26.61637
7765,118.12959_-83.82506
7766,156.74726_-52.46787
7767,186.57406_-51.36305
7768,186.57406_-51.36305
7769,186.57406_-51.36305
7770,186.57406_-51.36305
7771,290.57223_26.31949
7772,152.21826_69.27662
7773,286.04088_36.63254
7774,286.63839_39.4879
7775,286.63839_39.4879
7776,201.38234_68.83607
7777,201.38234_68.83607
7778,158.01129_84.03038
7779,286.1103_43.68096
7781,251.11587_70.42999
7782,251.11587_70.42999
7783,251.11587_70.42999
7784,251.11587_70.42999
7785,227.86786_71.8413
7786,259.02359_63.10561
7787,200.56158_66.30853
7788,23.59342_-66.67635
7789,23.59342_-66.67635
7790,23.59342_-66.67635
7791,269.80739_64.14264
7792,260.90289_64.86236
7793,296.24462_74.06286
7794,301.34636_38.22832
7795,303.19544_18.10478
7797,339.48928_-35.1542
7798,157.14407_65.8542
7799,157.14407_65.8542
7800,157.14407_65.8542
7801,292.24719_47.96954
7802,197.99658_65.8337
7803,197.99658_65.8337
7804,287.70881_47.33305
7805,198.38858_62.30538
7806,249.69664_64.55918
7807,15.55189_-61.75613
7808,293.03249_74.89107
7809,203.50996_53.72819
7810,199.1962_49.86106
7811,214.12086_58.39025
7812,320.2019_28.05583
7813,302.66913_40.66863
7814,172.7478_66.79653
7815,320.47844_35.64863
7816,185.06287_56.20141
7820,311.51365_56.86715
7822,313.16703_65.60878
7825,291.03231_49.04021
7826,253.14033_57.97415
7827,223.09264_70.47656
7828,256.6722_67.8715
7830,195.82113_67.82344
7831,241.3229_70.19004
7833,12.54678_-83.74377
7834,216.52382_59.44427
7835,275.86254_71.58175
7836,301.71767_45.49923
7837,303.07297_44.49588
7838,282.47454_55.26639
7839,277.47686_61.0495
7840,306.42584_53.56162
7841,292.50517_54.1085
7842,300.83864_53.29562
7844,303.82483_36.65181
7845,317.7479_43.5519
7846,318.23516_46.26809
7849,318.62711_40.01702
7850,338.39966_-43.43687
7851,313.53648_37.78936
7852,329.38507_41.44951
7853,321.02381_46.38467
7854,322.92657_41.79747
7855,323.20685_39.0722
7856,315.11037_46.06045
7857,327.48004_44.08006
7859,323.54863_50.48144
7861,325.01454_48.40677
7862,302.22007_38.24522
7863,301.56468_35.5884
7867,302.02562_66.8503
7868,302.02562_66.8503
7869,302.02562_66.8503
7871,260.36481_65.01228
7873,300.48839_60.24637
7874,317.57546_48.46428
7875,264.96154_56.07897
7876,256.62268_68.8433
7877,256.62268_68.8433
7878,280.32668_70.29005
7879,280.32668_70.29005
7880,282.17336_70.84019
7881,7.32892_-76.30403
7882,313.88516_46.50208
7883,312.17996_51.9107
7884,316.95581_50.50088
7885,320.11611_61.12025
7886,310.03805_50.32374
7887,340.4962_-69.17211
7888,315.1662_47.78599
7889,291.46912_61.77607
7890,317.72919_72.61536
7891,337.68681_40.00376
7892,343.95361_39.64512
7893,317.96611_43.59285
7894,345.24382_42.54932
7895,101.29749_-66.23833
7896,345.74846_44.56485
7897,335.75357_30.57273
7898,354.77409_42.46599
7899,324.92252_46.22022
7900,324.93556_41.95079
7901,325.78711_45.64681
7902,326.30522_45.81255
7903,339.78554_49.42656
7904,316.44634_46.84515
7906,347.75755_45.93369
7907,331.66346_55.68626
7908,333.24504_53.98452
7909,334.5041_54.31904
7910,341.51872_55.16294
7911,344.44536_38.67492
7912,336.40241_-34.90971
7913,323.86462_51.32358
7914,343.63506_54.16181
7916,333.17124_52.90089
7918,321.28322_40.88782
7919,337.8341_53.79605
7920,338.45297_57.56354
7921,341.9709_49.91807
7922,287.02509_66.2907
7923,291.41185_69.11298
7924,291.88025_68.0147
7925,332.2871_57.93897
7926,315.66911_70.0803
7927,82.12796_-48.40907
7929,313.51105_72.58065
7930,313.51105_72.58065
7931,338.98372_-59.86483
7934,216.92349_41.95299
7935,335.8253_35.03492
7936,254.95858_58.46263
7937,206.09401_48.02856
7938,322.94181_66.34901
7939,354.24083_39.63928
7940,344.60965_39.65871
7943,287.05016_55.30369
7944,295.10109_40.98672
7945,328.76774_-22.6126
7946,300.61545_53.37744
7947,316.20369_55.58802
7948,256.13875_56.84255
7949,280.92378_74.93783
7950,280.92378_74.93783
7951,241.76394_67.87764
7952,84.29928_-80.4646
7953,287.2921_74.17428
7954,297.39868_76.13918
7955,305.47492_70.9437
7956,201.33682_75.98271
7958,300.70866_39.66837
7959,286.85406_59.08662
7961,290.17397_73.19511
7962,258.22327_57.19778
7963,258.22327_57.19778
7964,306.74113_33.74439
7965,9.57303_42.4631
7966,19.36177_26.74595
7969,261.34958_52.79047
7971,303.38187_65.16233
7973,16.65387_19.22492
7974,16.65387_19.22492
7979,30.90501_21.28133
7980,30.90501_21.28133
7981,14.11426_48.63752
7982,15.59814_37.18544
7983,349.28907_70.19058
7985,9.45874_51.28878
7986,126.43374_-13.55955
7987,288.8181_57.76057
7988,338.3208_-38.15983
7989,332.61364_63.55055
7990,336.70507_52.22784
7991,338.43504_52.63634
7993,285.9371_59.16407
7994,281.19788_62.68564
7996,261.92103_57.51056
7997,261.19985_61.42352
7998,1.8878_32.43753
7999,17.47474_25.68165
8000,18.99531_21.61691
8001,334.98131_53.6625
8002,327.27594_53.29377
8005,336.87267_59.43379
8006,112.96542_-73.60604
8007,341.96476_60.17364
8008,332.71257_59.65055
8009,328.2159_60.56916
8011,331.56991_52.70192
8012,326.09151_58.55157
8013,338.79653_55.03103
8014,333.66971_53.23956
8015,339.14435_58.27606
8016,356.58883_60.48702
8017,83.34912_-58.74509
8018,348.57419_65.95797
8019,340.35226_69.07445
8020,345.48807_64.06734
8021,350.3738_60.17564
8022,351.64842_64.3047
8023,357.3681_61.68282
8024,340.08462_69.50373
8025,340.03659_65.43973
8026,352.26752_67.03481
8027,355.41666_62.92148
8028,332.35748_-62.33445
8029,350.23273_62.16118
8030,356.77058_69.04952
8031,314.26904_78.67492
8033,319.14498_58.77281
8034,308.06578_58.3289
8035,318.34759_56.94373
8036,11.04278_59.4645
8038,6.07468_57.88172
8041,346.51827_52.78701
8042,313.26145_-38.59492
8043,349.71862_56.0086
8045,348.87492_46.57602
8046,357.67403_50.35496
8047,6.03062_40.16557
8048,355.45189_37.18657
8049,4.35852_42.2822
8052,22.97297_46.39983
8053,289.22629_49.54828
8055,324.7144_65.03917
8056,8.16357_54.65459
8057,48.35226_49.78376
8058,41.4676_-64.32069
8059,38.8217_55.70322
8060,38.12302_52.70409
8061,15.6065_60.71552
8062,50.34589_52.69211
8063,8.98987_65.02603
8064,43.61065_52.07103
8066,53.1963_51.8845
8067,53.09897_50.49904
8068,31.90219_45.50016
8069,42.43661_71.75309
8070,14.64012_50.93643
8071,51.98884_54.86562
8072,23.46689_45.01033
8073,19.27864_57.51423
8074,34.37696_56.42149
8076,333.57872_-55.37898
8077,28.28257_52.05392
8078,28.16355_55.18597
8079,34.69789_64.35638
8080,4.24934_58.67925
8081,6.51942_63.31941
8082,6.30891_62.54312
8083,48.42342_61.90783
8084,14.11949_65.67904
8085,26.29942_54.56844
8088,45.59837_43.1838
8089,56.14333_41.06435
8094,337.50083_-31.92436
8095,34.55596_38.47882
8096,38.36157_41.01343
8097,37.13241_40.89125
8098,38.30808_30.36045
8100,54.48089_33.0799
8101,56.81434_30.1495
8102,50.80115_33.07813
8103,288.67542_60.67095
8104,325.20164_84.33376
8105,277.47808_85.23332
8107,349.79633_75.01786
8109,325.32505_68.8072
8110,340.90965_69.09193
8112,318.0498_68.05247
8113,5.42065_77.88007
8114,3.0218_66.65052
8115,359.74117_61.55409
8116,279.26247_40.01869
8117,274.70125_45.17222
8118,291.16239_55.47303
8119,224.87286_46.9601
8122,42.15519_62.18926
8123,266.76733_57.22666
8124,56.39061_37.11228
8126,44.29295_33.31266
8127,37.89324_34.36892
8128,35.80732_56.57001
8129,320.05429_-51.30997
8130,44.33887_76.5514
8131,39.00652_25.58846
8132,32.29411_40.40194
8133,312.32708_70.7966
8134,207.87422_84.07162
8135,85.66321_35.18571
8136,88.88623_-57.29074
8137,76.85128_36.27508
8138,94.79296_73.82757
8139,188.3547_84.67896
8140,66.37014_46.3659
8141,65.87623_35.49511
8142,277.92519_82.30595
8144,88.47597_30.44604
8145,93.3189_63.68501
8146,89.93485_33.50697
8147,88.36905_37.33941
8150,348.60753_76.93432
8151,45.95647_83.58743
8152,259.01725_72.16118
8153,259.01725_72.16118
8154,130.96939_86.2284
8155,91.87205_66.8577
8156,64.64849_52.86503
8157,61.7216_58.46545
8158,65.46958_57.81721
8163,65.97965_27.82237
8164,68.59395_43.03704
8165,75.79781_41.78578
8166,257.78508_56.6589
8167,16.77869_-75.19894
8168,284.41568_53.50902
8169,272.40412_86.86034
8170,90.30834_34.77309
8171,97.74871_66.3606
8172,21.92174_72.29662
8173,65.28065_48.81983
8174,126.08862_42.10474
8175,111.55935_32.38382
8176,114.93286_28.12015
8179,124.26943_-63.2134
8181,124.44666_51.01037
8183,113.18424_33.83502
8184,79.0735_79.73773
8185,105.08333_56.82419
8187,117.02677_50.22515
8188,110.38803_58.26811
8189,116.7972_68.47668
8190,127.0326_56.42753
8191,97.63664_29.67227
8192,117.47937_27.36313
8193,117.47937_27.36313
8194,120.61168_64.79715
8195,278.39991_58.20553
8196,110.16852_37.14059
8197,118.88176_54.5966
8198,43.43446_69.10134
8199,240.17248_83.25866
8200,55.45903_-62.76727
8201,55.45903_-62.76727
8202,55.45903_-62.76727
8203,55.45903_-62.76727
8204,55.45903_-62.76727
8205,257.32887_71.87667
8206,257.74733_71.8722
8208,282.73723_64.41947
8209,282.73723_64.41947
8210,282.73723_64.41947
8211,124.53286_-68.31447
8212,124.53286_-68.31447
8213,124.53286_-68.31447
8214,243.48885_63.53353
8215,252.46984_61.17358
8216,354.74158_75.68523
8217,326.85166_62.75382
8218,115.00347_-72.20568
8220,148.64312_40.38794
8223,20.43843_-46.71472
8224,141.36795_50.90887
8225,155.68146_50.12871
8226,156.8377_34.39095
8227,133.14684_28.32982
8228,148.16193_35.11101
8230,164.77729_40.98372
8231,151.80703_46.11488
8232,136.77764_46.67242
8234,7.30201_-30.45412
8235,7.30201_-30.45412
8236,7.30201_-30.45412
8237,7.30201_-30.45412
8238,7.30201_-30.45412
8241,213.07877_74.41179
8242,213.07877_74.41179
8243,141.72109_61.699
8244,160.22923_35.91335
8245,142.74341_26.54
8246,44.26201_-56.19187
8247,161.42778_69.20078
8248,260.76289_63.11074
8249,164.85634_-56.62356
8251,184.3669_19.83999
8253,162.7767_25.64106
8254,162.7767_25.64106
8255,211.09394_46.51928
8256,211.09394_46.51928
8257,167.23292_34.30302
8258,171.27494_41.02802
8259,175.5756_23.02703
8260,166.11815_30.45858
8262,171.59704_28.05654
8263,183.36604_23.05569
8264,352.17254_-34.49141
8265,188.2662_44.91537
8266,188.92236_27.21438
8267,286.59298_56.62931
8268,276.37929_63.4881
8269,257.13945_78.58706
8270,267.52022_54.63613
8271,187.68672_27.452
8273,196.21972_63.75326
8274,197.73123_61.74485
8275,292.45882_62.52919
8276,191.98153_9.74942
8278,21.6503_-72.74887
8279,226.18125_38.60538
8280,205.45425_-0.12817
8281,245.90792_54.69008
8282,245.90792_54.69008
8284,117.6574_-70.53346
8285,195.98184_30.64014
8286,213.14386_47.01478
8287,201.96266_9.03064
8289,209.38864_43.49331
8290,257.95496_54.52785
8292,204.44001_48.25012
8294,211.45935_16.99237
8295,205.35395_17.68687
8296,234.09914_57.89074
8298,51.75019_-63.50017
8299,51.75019_-63.50017
8301,264.26302_53.02128
8303,284.4439_69.57084
8304,295.55888_59.58913
8305,251.2357_77.34404
8306,249.51998_77.7564
8307,110.36968_-45.56774
8308,134.08925_-12.93064
8309,304.66522_66.15595
8310,156.25003_-60.57514
8311,48.37042_75.26838
8312,48.37042_75.26838
8313,144.5553_23.54675
8314,299.42685_40.14335
8315,36.77581_-50.28442
8316,67.41858_-28.19722
8318,180.20879_-46.13642
8319,68.13648_-38.9683
8321,188.38643_-10.14621
8322,168.29291_-17.65778
8323,199.43374_-47.23758
8324,4.14635_-10.97642
8326,359.90087_-35.03134
8327,170.32432_-22.38818
8328,61.6578_-25.34967
8329,126.33782_-11.50099
8331,103.51736_-27.05042
8332,108.4524_-33.43735
8334,296.68844_-63.56565
8335,167.58282_-58.98298
8336,195.79402_-41.38486
8337,357.8792_-39.90712
8338,200.63486_-44.68884
8339,209.51701_-30.34815
8340,112.41922_-29.93792
8341,114.28338_-32.75542
8342,147.58007_-66.11392
8343,135.4163_-20.72037
8344,89.5989_-30.8118
8345,163.78885_-0.73707
8347,176.62832_-33.86008
8348,358.66888_-37.62822
8349,223.65872_-38.74455
8350,171.84505_-44.0887
8353,215.12276_-31.20207
8354,141.92064_-19.34765
8356,116.37072_-52.38326
8357,177.49482_-63.94907
8359,95.10205_-66.40047
8360,122.61813_-65.85238
8361,159.58006_-61.28979
8364,156.73847_-60.66522
8365,88.07132_-70.92031
8366,24.60514_-55.772
8367,189.8101_-69.54201
8368,154.99622_-79.8026
8369,215.14557_-41.98332
8370,206.10508_-40.3364
8373,166.08598_-67.99183
8374,228.62911_-43.38708
8375,221.3435_-54.76115
8376,223.15195_-61.56868
8377,222.33357_-60.08026
8379,194.76977_-57.25371
8380,168.07609_-60.93258
8381,216.14771_-60.3836
8382,161.14052_-59.73761
8383,161.04671_-59.92517
8384,2.27151_-27.12174
8385,218.27008_-43.29851
8386,127.28105_-57.19421
8387,168.87153_-44.42899
8388,190.13249_-48.7409
8389,176.86634_-64.88298
8390,80.10587_-59.89543
8391,158.67063_-59.74848
8392,169.95864_-51.86607
8394,152.28015_-72.79812
8396,178.54718_-46.89689
8398,354.91547_-69.19604
8399,146.39706_-66.68663
8400,146.39706_-66.68663
8401,134.1902_-61.37146
8402,143.46695_-55.17576
8403,91.22465_-69.36032
8404,63.85763_-16.90214
8406,292.16694_53.48737
8410,229.99122_36.22954
8411,239.57757_35.40811
8412,256.61073_44.77688
8413,232.13265_27.36107
8414,228.94982_27.36181
8415,229.83744_29.20788
8416,234.43176_48.95521
8417,245.15143_41.04796
8418,240.54928_28.16962
8419,31.17055_65.28933
8420,247.62298_38.34754
8423,334.43443_62.46501
8424,12.21615_59.38672
8425,43.01808_-67.68702
8426,351.38074_54.60118
8427,19.23485_62.35169
8428,350.36941_60.80117
8429,351.88028_61.39252
8430,16.18494_74.33131
8431,5.86715_71.15881
8432,237.92411_52.30631
8434,310.33137_82.4353
8436,359.67829_62.62591
8437,5.19886_55.54281
8438,73.73822_-62.52187
8440,4.74772_56.36707
8441,27.77864_63.08142
8442,254.1305_44.30254
8443,228.63197_-43.38506
8444,186.27356_60.41835
8445,94.21808_-58.2298
8446,217.39202_39.7904
8447,217.39202_39.7904
8448,217.39202_39.7904
8449,227.17997_82.44692
8450,264.30226_53.02557
8454,285.63652_75.41851
8455,285.63652_75.41851
8456,151.6187_74.82721
8457,151.6187_74.82721
8458,297.39377_66.29396
8459,285.78601_64.23026
8460,207.17845_44.91175
8461,286.79654_-58.69684
8462,253.1863_16.57992
8463,282.22963_78.56895
8464,260.09638_20.28186
8465,267.35459_40.4571
8466,19.59539_63.54509
8467,23.82947_72.93684
8468,25.69046_65.89577
8469,242.201_35.69114
8471,23.50732_65.51399
8472,264.27351_25.73115
8473,268.30434_37.21174
8474,267.64049_36.57018
8475,268.02911_37.54633
8476,256.34638_33.01232
8478,260.11617_38.24217
8480,278.63174_35.66143
8481,283.30545_24.12725
8484,274.40553_36.62146
8485,281.17634_36.56313
8486,281.6619_41.56002
8487,267.28488_29.87904
8489,258.76235_18.34034
8490,263.75808_40.69504
8491,269.99_29.65518
8492,281.81417_64.80652
8493,264.59113_18.47388
8494,275.11798_30.85588
8495,26.33897_77.79012
8496,274.87052_71.24863
8497,71.02815_84.36426
8498,5.80027_84.45284
8501,276.81005_20.52689
8502,73.98001_-63.26033
8503,73.98001_-63.26033
8504,304.44471_77.16668
8505,291.52402_58.51018
8507,242.36409_84.49112
8509,91.6087_-58.9537
8510,270.89872_38.07351
8512,145.79911_87.86853
8514,282.62963_46.32328
8515,281.28813_42.4511
8516,285.24083_46.66824
8521,97.4539_-57.25482
8522,313.69123_-72.80464
8523,299.15634_-31.33518
8524,312.34007_-70.48507
8525,311.04276_-39.22549
8526,309.51123_-48.46208
8529,51.22842_-73.95755
8530,289.29743_-60.89176
8531,94.31568_-56.50986
8532,322.25376_-58.83615
8533,307.59669_-44.88762
8534,356.49246_-56.34405
8535,308.53909_-29.67261
8536,286.07312_-32.35428
8537,359.16248_-44.7194
8540,339.67757_-25.63185
8541,304.45285_-44.96845
8542,308.5637_-48.27472
8544,302.99948_-37.56166
8545,65.4102_-67.46704
8546,290.98678_-36.91042
8547,113.0435_-65.8114
8548,310.48362_-38.878
8549,304.62888_-30.64885
8550,296.35501_67.31097
8551,276.86814_73.26457
8552,194.73961_77.66172
8553,268.02954_62.79094
8556,245.28004_31.57704
8557,65.0615_84.90082
8558,65.0615_84.90082
8559,264.1479_77.12622
8561,277.45931_40.54141
8562,358.55884_-30.01304
8563,248.33327_63.5245
8564,252.47189_47.31698
8565,332.56326_58.70609
8566,5.23776_-35.99847
8567,286.22796_79.75595
8568,346.31917_-36.94564
8569,348.2967_-53.83281
8570,348.15713_-22.67412
8571,335.53692_-30.76393
8573,253.78488_20.49152
8574,253.78488_20.49152
8575,353.56292_-42.06178
8576,247.65712_56.39987
8577,116.9731_-71.00197
8578,116.9731_-71.00197
8579,352.19284_-76.6369
8580,31.69074_-81.24738
8582,230.23042_-33.69246
8583,290.6199_60.8539
8585,42.26144_-16.55766
8586,306.84352_-53.22065
8587,86.45886_-32.94764
8588,192.32172_-21.33303
8589,196.28583_-31.98538
8591,46.65967_-66.00793
8592,89.13003_-5.01203
8593,108.01745_-50.24778
8594,134.95762_-48.48849
8596,144.04061_-24.75112
8597,61.68622_-16.75576
8598,319.49824_-22.04982
8600,349.23108_-18.60665
8601,0.32576_-8.92625
8602,36.15615_-65.0002
8603,4.60304_-15.2674
8604,358.40848_-10.11812
