,star_key
6279,287.42365_47.37334
6280,289.68057_47.31781
6281,291.9364_47.30969
6282,292.59222_47.39228
6283,297.59232_47.34536
6284,298.13632_47.38453
6285,298.73633_47.37743
6286,286.52194_49.06915
6288,291.8429_49.1191
6289,294.82391_49.15864
6290,295.62772_49.17824
6291,291.66547_37.07612
6295,292.05801_37.59205
6296,292.99991_37.58014
6297,296.57791_39.11152
6298,287.26285_39.26002
6299,289.50229_39.2116
6300,289.76437_39.24623
6301,291.60318_39.22833
6302,292.32391_39.29935
6303,294.92883_39.2014
6304,295.47385_39.21383
6305,286.27789_40.27303
6306,289.31235_40.28819
6308,290.2691_40.20216
6309,297.73364_41.25091
6310,299.30551_41.26352
6311,287.03979_41.32887
6312,289.51791_41.34363
6313,291.53125_41.38907
6314,291.71811_41.38997
6315,291.89954_41.30589
6316,292.35315_41.32424
6318,292.05487_42.33497
6321,295.76584_42.39133
6322,295.80725_42.37234
6323,287.02686_43.40568
6325,292.78702_43.41604
6326,296.83969_43.40805
6327,297.01929_43.4788
6329,280.34384_43.59614
6330,298.79752_44.41799
6331,298.82861_44.48914
6332,284.12561_44.55057
6333,284.27853_44.59403
6334,289.40515_44.51548
6335,295.23688_44.50767
6336,296.71408_44.57721
6340,282.66821_46.16013
6341,289.33817_46.15283
6342,293.013_46.16656
6343,299.16693_47.3561
6344,287.87509_47.44576
6345,289.0368_47.46595
6346,292.11972_47.48562
6347,292.72198_47.4548
6348,292.85236_47.49804
6350,294.48337_47.45266
6351,296.59042_47.41691
6353,284.99454_49.22816
6354,291.30954_49.24244
6356,292.18417_49.31004
6357,292.92563_49.34734
6358,295.38477_49.33367
6360,292.26981_37.6982
6361,292.75183_37.60354
6362,290.22617_37.75964
6364,290.27701_37.79097
6365,296.54669_39.22637
6366,286.3909_39.33439
6367,288.72693_39.33774
6368,291.49063_39.38859
6369,293.27979_39.39332
6370,296.05179_39.39497
6371,290.55194_40.23502
6372,291.1962_40.26196
6373,291.65561_40.25394
6374,295.17368_40.29016
6377,295.84485_40.28087
6380,293.55844_41.39535
6381,293.60648_41.30628
6382,296.76862_41.31954
6383,297.40732_41.32977
6384,298.06454_41.30831
6385,298.62164_42.39423
6387,283.90543_42.44189
6388,284.50391_42.46386
6390,288.96494_42.46939
6391,291.5636_42.47687
6392,292.11746_42.45628
6393,289.92133_43.50822
6394,296.91443_43.51945
6396,299.13303_43.52711
6397,301.35458_44.52495
6400,288.89041_44.61702
6401,289.4288_44.64141
6402,289.47922_44.63137
6403,291.70581_44.61854
6405,293.26245_46.15062
6407,297.09329_46.13238
6408,297.16602_46.19919
6409,297.29395_46.10234
6410,297.40424_46.11999
6411,282.22711_46.24616
6412,287.63187_46.29871
6413,282.37753_44.69459
6414,299.63449_47.47725
6415,292.77695_47.53939
6416,292.93396_47.51475
6417,292.94501_47.52847
6418,296.65329_47.51526
6420,298.07645_47.5128
6422,288.87637_49.49053
6423,289.07819_49.48002
6424,289.08099_49.42032
6425,291.30069_49.49569
6426,292.53864_49.53876
6427,292.56583_49.53572
6428,290.27707_37.79195
6430,291.1601_37.7611
6431,293.07098_37.7109
6432,286.84528_37.81589
6433,290.10883_37.84521
6434,296.48584_39.31261
6435,286.82983_39.46956
6436,287.71497_39.44271
6437,289.20514_39.46844
6438,289.60037_39.43171
6440,293.52682_39.40483
6441,293.66101_39.41163
6442,296.68451_40.29059
6443,298.02026_40.26566
6444,298.39581_40.25948
6445,299.24683_40.29866
6446,283.48358_40.32407
6447,286.97809_40.30208
6450,283.76822_41.44112
6451,286.91357_41.48151
6452,293.25287_41.42632
6453,294.27908_41.4369
6454,297.91599_41.48564
6455,292.34671_42.40294
6457,295.54373_42.42843
6458,296.31641_42.43351
6459,296.80319_42.47797
6460,282.42773_42.59364
6462,282.15744_43.68915
6463,282.83334_43.60069
6464,289.9574_43.65743
6465,289.97372_43.65381
6466,290.23407_43.66206
6467,299.93735_43.62713
6471,295.4758_44.62149
6472,296.82111_44.67598
6473,298.68329_44.63681
6474,301.04822_44.60303
6475,282.23996_44.73114
6476,284.16718_44.77937
6477,287.97546_46.28963
6478,288.92041_46.22114
6481,295.32855_46.26838
6482,284.31717_47.67864
6483,288.67477_47.63603
6485,292.16614_47.61225
6486,295.84448_47.65212
6488,292.57596_49.5257
6489,286.30902_49.62387
6490,294.25418_49.69584
6491,294.57288_49.66844
6492,294.76575_49.66472
6493,294.77649_49.65601
6494,295.65591_49.60935
6495,290.28955_37.88817
6496,290.33002_37.89103
6497,290.38739_37.82029
6499,292.52859_37.81002
6500,293.16727_37.84139
6502,290.28711_37.93651
6503,290.29175_37.98108
6505,295.319_39.48005
6507,285.06241_39.57439
6509,288.56314_39.54165
6510,289.32434_39.58258
6511,296.13901_39.57963
6512,296.45139_39.59166
6514,290.14093_40.31914
6516,294.54105_40.30803
6517,295.31302_40.35234
6518,297.70847_40.30759
6519,298.07883_41.48427
6520,299.12161_41.42445
6521,284.46127_41.56179
6522,291.98026_41.55942
6523,292.40631_41.51304
6524,292.5015_41.54906
6526,290.98767_42.53167
6528,291.20343_42.52672
6529,291.26016_42.58402
6530,291.27606_42.59352
6531,291.3194_42.5495
6534,284.56271_43.77426
6535,286.76498_43.79633
6537,290.18625_43.72385
6538,291.89343_43.73025
6539,291.99203_43.7668
6540,294.27921_43.71985
6541,285.28397_44.76915
6542,289.33154_44.77258
6543,290.42838_44.78733
6544,292.10843_44.84648
6545,295.59369_46.26971
6547,297.12708_46.28208
6548,281.63019_46.32115
6549,284.70453_46.3788
6550,285.76071_46.36701
6551,298.75854_47.69558
6552,298.77716_47.6554
6553,292.15167_47.7195
6554,292.1669_47.75564
6555,296.57245_47.75271
6556,297.11826_47.74161
6557,297.99118_47.76875
6559,285.33289_49.73411
6560,292.21732_49.7079
6561,286.91037_49.81578
6562,288.51208_49.86423
6563,290.35684_37.93876
6564,290.40158_37.94201
6565,291.01422_37.96971
6566,293.0361_37.95474
6567,291.46603_38.00504
6568,292.38132_38.07665
6569,296.45972_39.57374
6570,297.55054_39.56566
6572,285.89905_39.69064
6573,292.92682_39.61336
6575,294.99365_39.64283
6577,298.71249_40.34123
6579,284.69308_40.49862
6580,289.34967_40.49719
6581,290.09079_40.46183
6582,290.79919_40.41156
6583,291.05292_40.44767
6585,298.62177_41.56743
6587,291.1915_41.66721
6589,291.92285_41.62444
6591,291.58624_42.50993
6592,291.83594_42.56484
6593,291.84366_42.55852
6595,296.41483_42.58756
6597,284.31378_42.60091
6598,295.40265_43.77476
6599,295.44434_43.71818
6600,295.63474_43.75017
6601,297.01382_43.72493
6602,297.09592_43.78932
6603,299.20007_43.79594
6604,299.82162_43.76034
6606,296.17844_44.87034
6607,298.87222_44.87443
6608,299.50754_44.80124
6609,301.30865_44.80696
6610,283.43408_44.98973
6611,284.44827_44.96336
6613,288.88599_44.95997
6614,287.96375_46.30691
6615,287.96375_46.30691
6616,288.02032_46.32414
6621,299.09528_47.70679
6622,283.76651_47.81899
6623,288.55362_47.8673
6624,290.67877_47.84526
6625,292.47604_47.83942
6626,292.49185_47.83535
6627,296.82581_47.8774
6628,290.7782_44.61866
6629,289.73761_49.85859
6630,296.97705_49.84181
6631,288.5928_49.96836
6632,292.29239_49.95544
6633,294.74091_49.92879
6634,297.52872_49.99006
6635,290.39725_50.06509
6636,291.90042_44.68624
6637,293.16495_38.06913
6638,293.20734_38.00903
6639,285.72971_38.16483
6641,293.26636_38.12608
6642,286.00308_38.28572
6644,297.65744_39.65523
6645,283.98602_39.78454
6646,293.6817_39.75884
6647,294.76398_39.75284
6648,295.99811_39.74275
6649,297.284_39.70768
6650,297.8519_39.78389
6651,283.70551_39.87049
6652,293.98837_40.45898
6653,294.38223_40.45219
6654,294.77219_40.45963
6655,295.08017_40.4771
6657,296.83719_40.4731
6658,297.6394_40.49045
6659,298.08188_40.47814
6660,294.18524_41.63235
6661,298.70334_41.63396
6664,291.87134_41.78897
6665,291.88922_41.77797
6666,287.74615_42.64863
6668,291.01474_42.65331
6671,291.19955_42.68672
6673,291.30963_42.61652
6675,283.20117_43.88898
6676,285.09076_43.80175
6677,286.6958_43.86742
6678,291.47702_43.84412
6680,284.62198_43.97198
6681,290.50241_44.96817
6682,293.62054_44.96728
6683,296.67044_44.95984
6684,298.44244_44.91091
6685,301.3035_44.99966
6686,285.08145_45.02376
6687,296.44946_44.58324
6688,293.24738_46.31041
6689,294.35074_46.31177
6690,295.19278_46.37188
6691,297.73764_46.3581
6692,300.01407_46.34527
6693,292.45786_46.43338
6694,298.37128_47.81385
6695,282.38934_47.96718
6696,283.89807_47.93349
6697,290.34503_47.96359
6698,290.37558_47.9967
6699,290.39279_47.99743
6700,292.16537_44.64058
6701,293.82687_50.07653
6702,286.70947_50.16591
6703,288.63611_50.17326
6704,296.19351_50.12922
6705,296.19693_50.13612
6707,290.02631_38.24946
6709,292.29196_38.28449
6710,293.99973_38.23227
6711,289.7424_38.37317
6714,285.72754_39.84128
6716,288.92667_39.81179
6717,289.52148_39.86244
6718,289.63968_39.89976
6719,289.96838_39.81574
6720,293.8439_39.87542
6723,299.2139_40.45838
6724,299.35703_40.49762
6725,299.57739_40.45848
6726,299.88721_40.48734
6728,286.71182_40.52854
6729,286.82251_40.51322
6730,291.90421_41.77952
6731,292.92783_41.78616
6733,297.44244_41.78972
6734,297.93439_41.79291
6735,298.67233_41.77622
6736,282.90604_41.83184
6737,291.31244_42.61801
6740,292.02866_42.66955
6742,294.99823_42.69392
6743,295.75351_42.671
6744,288.32922_43.96528
6746,290.58551_43.97216
6747,291.88184_43.97317
6748,292.05872_43.92523
6749,292.14331_43.9223
6750,294.20117_43.97676
6751,293.30566_45.00797
6752,293.60986_45.01863
6753,299.16168_45.05191
6754,300.20993_45.00306
6755,300.99487_45.07886
6756,300.99884_45.07602
6757,284.401_45.14939
6758,287.93466_46.58042
6759,287.94138_46.58239
6760,294.46078_46.58971
6761,297.72574_46.54884
6762,298.91162_46.58658
6763,285.47278_46.69873
6764,298.57156_47.96395
6766,299.07559_47.92078
6767,282.60107_48.03669
6769,287.05927_50.21403
6770,291.04498_50.28226
6771,291.0614_50.25544
6772,294.01917_50.21661
6773,295.94925_50.20892
6774,296.00742_50.23261
6775,296.46429_50.28615
6776,289.39417_50.36807
6777,293.48035_50.34749
6778,293.09494_38.36125
6781,294.43991_38.38084
6782,294.66467_38.333
6783,285.33658_38.45052
6784,294.93198_39.81242
6786,297.1174_39.85911
6787,297.32239_39.87299
6788,297.98264_39.89408
6789,290.76251_39.91065
6791,297.59485_40.5123
6792,297.63452_40.52652
6793,297.64059_40.53195
6794,298.21118_40.5125
6795,298.40009_40.58567
6796,283.0451_41.86006
6797,283.25659_41.80315
6799,290.18521_41.86722
6801,291.99298_41.88412
6802,297.13776_42.68
6803,283.01212_42.72127
6805,286.61896_42.77856
6806,291.28311_42.74186
6807,291.65759_42.72965
6809,291.74335_42.76948
6810,296.43854_43.96596
6811,296.55594_43.96776
6812,299.27612_43.93683
6813,299.48206_43.9166
6814,300.7731_43.96213
6815,300.83307_43.96231
6816,289.23157_45.16432
6817,289.53668_45.10514
6818,289.74515_45.18716
6820,298.44855_45.10418
6824,298.0549_46.63346
6825,298.59238_46.69053
6826,298.73502_46.69979
6827,299.07486_46.65892
6828,282.69977_46.71702
6829,293.84622_48.05025
6830,293.94763_48.06525
6833,290.61478_48.18677
6834,290.68866_48.1992
6835,296.47855_48.14616
6836,293.68073_50.30026
6837,294.35016_50.35146
6838,295.21255_50.31691
6839,286.42569_50.41702
6840,286.42703_50.4063
6841,286.43137_50.40144
6842,291.94641_50.48196
6843,296.37537_50.4868
6844,297.75311_41.67599
6845,293.02036_42.50884
6846,286.63553_39.48862
6848,287.77148_38.49871
6849,289.6983_38.40661
6850,290.14084_38.49381
6851,290.16632_38.47644
6852,290.73944_38.41414
6853,291.38623_38.49147
6854,291.86655_38.40908
6855,292.83759_39.93383
6856,293.12161_39.97555
6857,293.27969_39.91576
6859,295.83401_39.95226
6860,295.86285_39.96711
6861,295.8656_39.9641
6864,299.18677_40.5017
6865,299.9982_40.55026
6866,290.5174_40.69681
6867,295.29691_40.66156
6868,295.75555_40.61866
6869,297.54706_40.61574
6870,293.26874_41.85072
6871,293.72183_41.87313
6872,293.87863_41.85645
6873,293.94894_41.85546
6874,294.88351_41.80046
6875,297.67096_41.87598
6876,298.25748_41.85064
6877,298.69_41.88085
6878,291.1738_44.4498
6879,291.76828_42.75722
6880,292.68881_42.748
6881,292.69376_42.7609
6882,292.95926_42.79925
6883,295.37515_42.75378
6885,291.52869_42.86697
6886,291.53311_42.83847
6887,281.08948_44.05794
6888,282.75241_44.04872
6890,289.18787_44.00697
6892,291.93063_45.22002
6894,292.01447_45.20568
6895,293.5484_45.201
6896,297.89444_45.21119
6897,287.12561_46.73348
6898,295.14157_46.79392
6899,295.15475_46.73664
6900,295.2258_46.76009
6902,295.28519_46.77059
6903,295.28735_46.75449
6904,297.52359_46.70313
6905,298.29193_48.19469
6908,285.97827_48.22549
6909,290.13074_48.28985
6910,296.44351_50.42044
6911,286.68756_50.53151
6913,288.4874_50.67546
6914,289.14355_50.6112
6915,290.65952_50.71134
6916,294.38742_50.7171
6917,296.27115_50.88629
6918,297.79224_46.93583
6919,294.07187_38.42692
6920,286.45258_38.53834
6921,289.79056_38.52906
6922,290.47125_38.52856
6923,290.81723_38.53912
6924,292.64017_38.51357
6926,298.38226_39.91352
6927,298.47495_39.92321
6929,286.65768_40.02726
6930,288.3205_40.00052
6931,289.08063_40.02679
6932,289.08875_40.01816
6933,297.57599_40.61364
6934,297.62177_40.6041
6935,297.64334_40.62252
6936,297.66238_40.68774
6937,298.57382_40.6766
6938,299.38046_40.69476
6939,284.32294_40.71521
6940,284.33002_40.7364
6941,299.16608_41.86305
6943,291.42236_41.97894
6944,291.52811_41.91596
6945,291.79865_41.96355
6946,291.92892_41.95637
6947,292.08383_41.91503
6948,294.58789_41.91426
6949,294.67725_41.90464
6951,291.58347_42.83005
6952,291.58682_42.89013
6953,291.64725_42.86119
6955,291.77713_42.84587
6956,292.91879_42.85008
6957,296.06284_44.01882
6958,297.3703_44.09877
6959,299.71408_44.03719
6963,281.0105_44.15377
6964,298.87738_45.20398
6965,282.76163_45.39852
6968,286.0213_45.34368
6970,294.47293_45.38972
6971,297.61273_46.73895
6972,297.62296_46.75386
6973,299.58655_46.76554
6974,299.68179_46.73535
6976,284.06732_46.80958
6977,294.21442_48.25818
6978,285.97623_48.32078
6979,292.21005_48.31564
6980,293.34525_48.3823
6981,293.82587_48.34436
6982,298.34381_48.33589
6984,286.61066_48.47973
6985,287.57361_50.99873
6986,296.49069_50.90586
6988,291.11057_51.05893
6989,288.51062_51.16247
6990,289.5249_51.172
6991,289.57025_51.1257
6992,294.10941_44.69108
6993,291.74017_38.01491
6994,281.55936_42.52049
6995,295.14029_38.59754
6996,290.85925_38.63381
6997,291.05762_38.64534
6998,291.44281_38.62358
6999,294.47253_38.67551
7000,289.7692_40.02109
7001,293.82971_40.03119
7002,294.24017_40.00745
7003,295.98352_40.06166
7004,297.38254_40.02417
7005,297.61514_40.06081
7006,297.85007_40.06872
7007,290.4678_40.75424
7008,290.49057_40.72219
7009,290.92267_40.77736
7010,292.11362_40.79218
7011,292.18344_40.70724
7012,292.34787_40.7331
7013,296.98712_40.77536
7014,297.54327_41.95175
7015,297.81381_41.96305
7016,298.54251_41.9532
7017,283.72507_42.02737
7018,287.04648_42.00052
7020,281.49689_42.90608
7021,287.5264_42.9129
7022,291.70813_42.96941
7024,292.62149_42.92197
7025,292.79962_42.99033
7028,290.2905_44.13424
7030,292.22934_44.16079
7031,294.22354_44.13566
7035,293.57108_45.41364
7037,295.26965_45.47601
7038,295.97623_45.44034
7039,288.6192_46.80297
7040,289.09744_46.81108
7043,296.4682_46.85178
7044,285.1973_44.64661
7045,292.2048_48.41788
7046,293.79077_48.40142
7047,294.90292_48.47721
7049,297.39349_48.41075
7050,298.52713_48.41859
7051,298.80557_48.47199
7052,291.27692_51.13571
7053,291.3735_51.15338
7054,295.32907_51.1378
7056,296.23392_51.14187
7057,296.34995_51.12344
7058,289.33759_51.20903
7059,296.38013_51.20972
7062,294.94058_38.63569
7063,288.01553_38.70986
7064,291.06226_38.78715
7065,293.92529_38.73898
7066,294.16028_38.76743
7067,294.25818_38.70693
7068,295.00464_38.77548
7069,297.88528_40.09732
7070,297.93069_40.01496
7071,298.16547_40.00525
7074,293.53088_40.15049
7075,293.99124_40.18964
7076,282.18466_44.35946
7077,283.77744_40.84204
7078,288.92068_40.8813
7079,290.72864_40.8665
7080,292.21927_40.89333
7081,292.22049_40.88567
7082,292.51321_40.82756
7083,295.43829_40.84358
7084,288.29306_42.05737
7085,288.53311_42.04762
7086,291.87244_42.0305
7088,292.27612_42.03774
7089,293.02563_42.00138
7090,293.08749_42.02465
7092,293.8414_42.94814
7093,295.82541_42.94164
7094,296.93594_42.95423
7095,297.7178_42.98931
7096,297.74109_42.99609
7097,283.18817_43.01564
7098,295.22525_44.11268
7099,295.54388_44.12537
7100,300.33246_44.14414
7102,301.36261_44.17341
7103,300.89032_45.40343
7104,292.78583_45.58579
7106,295.28845_45.51834
7107,295.69476_45.5292
7108,297.96613_45.54579
7109,299.92822_45.59508
7110,296.69196_46.86917
7113,286.556_46.95734
7114,293.12991_46.92177
7115,295.29791_46.92047
7116,290.64642_48.59709
7118,291.95267_48.56888
7119,284.41779_48.68091
7120,285.71439_48.60182
7121,287.64722_48.64668
7122,284.40344_48.70808
7123,296.24603_51.3691
7124,287.86331_51.48852
7125,289.04477_51.41538
7126,291.08231_51.55836
7127,298.73611_46.49863
7129,301.11429_44.8258
7131,283.72379_40.23756
7132,291.2598_38.898
7133,294.1434_38.89316
7134,295.68594_38.88936
7135,296.05377_38.89426
7136,294.18454_40.15037
7137,294.7312_40.15049
7138,294.90256_40.16998
7139,295.01114_40.1514
7140,295.27374_40.13366
7141,295.29596_40.18657
7142,295.31177_40.19759
7143,298.64252_40.83891
7144,299.702_40.89627
7145,284.87558_40.98443
7146,289.07111_40.97881
7147,289.30341_40.92423
7148,290.15335_40.90163
7149,297.66974_42.08886
7150,297.75565_42.00907
7151,299.02518_42.06173
7152,287.37662_43.00949
7153,294.83984_43.01972
7154,295.09634_43.04798
7155,296.23856_43.02179
7156,280.46259_43.14205
7157,295.57651_43.19033
7158,285.56534_44.29525
7159,285.95874_44.25472
7162,290.59256_44.20659
7164,292.8627_44.22105
7166,296.00369_44.27756
7167,300.39902_45.52111
7168,285.72537_45.66643
7169,286.59497_45.69828
7170,288.44455_45.61267
7171,298.12146_45.65113
7172,300.12634_45.63355
7173,284.31046_45.76955
7174,297.17203_46.95395
7175,297.25931_46.98968
7176,298.68484_46.94997
7177,298.72095_46.93389
7178,298.79758_46.93024
7179,286.29077_47.07622
7180,290.01401_48.70183
7181,291.61365_48.74945
7182,295.0618_48.79817
7183,296.14212_48.70214
7184,298.64676_48.78465
7185,287.37125_39.60357
7186,291.54343_38.04876
7187,295.54755_46.28768
7188,284.62024_38.9695
7189,284.89017_38.9915
7190,286.0722_38.97223
7191,286.94046_38.92393
7193,287.55768_38.91223
7194,291.69427_38.98646
7195,291.70963_38.92136
7196,294.91272_46.26484
7197,294.4686_46.34129
7199,281.63889_47.31412
7201,292.71817_47.46989
7202,292.86078_47.57457
7203,292.19189_47.6901
7205,292.26321_47.64348
7206,291.76938_49.07516
7207,295.95383_49.37486
7209,288.66644_50.98253
7210,289.52319_51.06919
7211,295.71942_45.74756
7214,291.6535_41.74177
7215,295.00153_43.17134
7217,292.11447_47.72946
7218,291.14532_49.36532
7220,290.18271_41.21664
7222,299.06693_47.89519
7223,297.70847_40.30759
7224,281.64999_42.13206
7225,293.02545_38.21326
7226,295.08774_38.56206
7227,292.1059_38.83622
7229,295.72275_39.18345
7230,295.3815_39.45373
7231,296.17712_39.43942
7232,296.52243_43.36337
7233,296.23389_39.56009
7235,297.77371_39.73944
7236,295.82941_39.91218
7237,295.31638_40.18652
7238,288.81137_40.36194
7239,289.96063_40.47984
7240,283.78003_40.81878
7242,299.64996_41.11321
7243,297.67926_41.61373
7244,286.88757_41.75547
7245,297.55707_41.78577
7246,287.08438_41.95406
7247,293.2829_41.96926
7248,286.45126_42.01249
7249,297.58078_42.06146
7250,290.98584_42.59555
7251,291.0116_42.55382
7254,291.49487_42.53331
7255,291.03226_42.65047
7256,291.3284_42.64303
7257,291.49725_42.61819
7258,296.05859_42.66957
7259,286.94995_42.74146
7261,291.68167_42.80932
7262,291.68283_42.93281
7263,281.88489_43.86066
7264,295.01907_43.95984
7265,299.20239_44.14175
7266,298.20016_44.6085
7267,299.53748_44.71151
7269,284.41647_45.13889
7270,293.16879_45.38773
7271,296.43582_44.64156
7272,294.49698_46.68976
7273,291.31985_43.59547
7275,285.16711_41.96708
7276,297.62912_41.64151
7278,293.34308_45.44497
7279,300.95135_45.60412
7280,296.06937_45.7031
7282,293.2709_44.9191
7283,289.77744_45.15319
7284,291.93869_45.2222
7285,290.40793_44.96394
7286,294.94873_45.21025
7287,296.81982_44.86943
7288,287.71542_45.43633
7289,296.82361_44.85531
7290,301.16556_44.66411
7291,294.86639_44.98099
7292,290.87735_44.86159
7294,290.64545_44.9042
7295,296.78802_44.7696
7297,300.18503_44.63558
7298,299.25092_44.85609
7299,287.89935_45.41749
7301,294.56131_47.29809
7302,289.64059_47.34644
7304,292.75928_47.4304
7305,296.08136_47.27581
7306,298.13785_47.25856
7307,287.09363_47.3713
7309,295.94016_39.84907
7310,298.89563_40.28949
7311,295.53885_40.40928
7312,298.89359_40.43775
7313,283.56866_40.86576
7314,296.42337_40.89247
7315,298.52679_40.85839
7316,282.21188_47.577
7317,291.75497_47.54933
7318,298.68832_47.51382
7319,298.68832_47.51382
7322,283.17575_47.40172
7323,283.66428_47.40097
7325,292.11115_47.45229
7326,280.90179_47.52624
7327,292.96835_40.95424
7328,286.24023_41.02257
7329,292.06931_41.04286
7330,297.44507_41.01057
7331,290.42435_41.1835
7332,284.42633_47.73776
7333,291.29425_47.94451
7334,293.57895_48.00602
7335,298.98932_48.07717
7336,297.23099_48.22392
7337,293.60757_48.65838
7338,284.34103_47.55378
7339,288.61859_47.5572
7340,292.0274_47.50968
7341,292.13193_47.56374
7344,290.71783_41.24732
7345,292.19037_41.31144
7346,293.96423_41.3188
7348,298.18619_48.68576
7349,284.29269_48.70402
7351,288.81409_49.35561
7352,292.73511_49.33064
7353,288.49582_47.64078
7355,292.12277_47.64607
7356,292.12784_47.61434
7357,292.14102_47.62624
7358,292.20523_47.6483
7361,292.32611_41.67176
7362,294.42145_41.8969
7363,289.98419_41.91859
7366,291.34402_49.57709
7368,290.60349_49.99242
7369,285.73474_50.12496
7370,293.96844_50.17822
7371,292.22083_47.63569
7372,292.24588_47.63343
7373,292.17847_47.75075
7374,292.18378_47.72283
7375,292.19623_47.76659
7376,292.2276_47.74626
7378,290.08203_42.07113
7379,289.96942_42.13886
7380,286.08136_42.30574
7381,286.91888_42.30613
7382,297.92798_42.31083
7383,293.26727_42.42807
7384,287.24051_42.57314
7385,291.48068_50.47366
7386,295.39795_50.53927
7388,288.19321_50.92162
7389,288.81714_51.59291
7390,289.52121_51.57468
7391,297.1684_47.82113
7392,297.74243_47.89168
7393,299.06802_47.92003
7395,293.76025_48.14525
7396,296.18787_42.57666
7397,297.0069_42.59723
7398,288.08237_42.63691
7399,291.55719_42.69465
7400,286.72119_42.77851
7402,283.32138_42.93929
7403,290.48471_51.72855
7405,287.5589_38.88081
7406,294.33698_39.29496
7407,292.28278_48.25667
7408,297.56628_48.28834
7409,292.00674_48.30631
7410,296.01974_43.23439
7411,283.11157_43.34677
7412,293.03891_43.38405
7413,294.42719_43.38464
7414,290.02124_43.40216
7415,295.03894_43.47733
7417,293.20059_39.66488
7418,293.94141_39.64266
7419,297.76138_39.85419
7421,295.60205_40.17533
7422,295.9964_45.46123
7423,300.56625_45.42445
7424,293.65582_45.51111
7425,297.74451_48.69367
7427,295.60391_48.71815
7428,298.23053_48.79411
7430,284.69919_43.68117
7431,291.10947_43.63518
7432,294.85776_43.67793
7433,280.33868_43.70604
7435,284.72949_43.86422
7436,298.81052_40.5402
7437,296.98615_40.67511
7438,296.78223_40.83554
7439,290.10568_41.13895
7440,288.43362_41.35839
7441,293.7041_45.89251
7442,285.71143_45.92066
7443,300.38046_45.97355
7444,288.14877_46.19691
7445,290.57971_49.18998
7446,295.08365_49.17016
7447,291.67062_43.81446
7448,300.95416_43.99172
7450,294.57861_44.21526
7451,300.58768_44.68186
7452,282.90985_41.50274
7453,288.81357_41.55512
7454,283.24283_42.02856
7456,291.2955_42.44994
7457,288.08368_42.67639
7458,292.9418_46.19369
7460,297.27579_46.13275
7461,287.9549_46.29827
7463,293.76086_46.2312
7464,297.16284_46.27631
7465,292.54663_49.54337
7466,295.14056_49.55706
7467,286.47849_49.64114
7469,291.88229_49.74816
7470,291.88229_49.74816
7471,284.19217_44.76211
7472,289.29507_44.71656
7473,294.13348_44.71735
7475,285.94116_44.99415
7476,293.7084_43.08815
7478,282.90509_43.87177
7479,295.49759_43.90961
7480,289.64142_44.22475
7481,286.80914_46.39041
7482,289.24158_46.35971
7483,292.64063_46.38804
7485,296.97861_49.81733
7486,297.04431_49.9702
7487,286.56653_50.08947
7488,294.45728_50.03027
7489,287.04742_44.98797
7493,296.42264_44.97618
7494,287.10013_45.00631
7495,289.75296_45.00629
7496,286.86218_45.15157
7497,287.89438_45.60647
7498,294.77216_46.37773
7499,295.39212_46.32964
7501,291.98297_46.48646
7502,292.05267_46.43021
7503,291.9935_46.51607
7504,294.47092_46.59298
7505,294.21954_50.26074
7506,295.80801_50.22719
7507,293.5318_50.31129
7509,286.409_50.41811
7511,296.14963_50.46661
7512,290.36932_45.00926
7514,296.79715_45.02796
7515,285.66858_45.45433
7516,290.3038_45.44329
7519,283.77472_45.91083
7523,298.15732_47.29166
7524,294.7959_46.52163
7525,282.509_46.63444
7526,289.91638_46.67756
7527,294.85934_46.63569
7528,294.94775_46.67195
7529,295.06592_46.68643
7530,299.0531_46.62039
7531,296.6366_51.22134
7532,287.71039_51.31764
7534,299.53513_45.44186
7535,291.26102_45.63747
7536,291.07208_45.87931
7538,291.84842_46.33966
7540,287.14548_47.68699
7541,292.15829_47.67271
7542,290.87155_47.75337
7543,285.24338_47.81259
7545,296.14072_50.27995
7546,295.16165_46.75064
7547,295.17673_46.72141
7548,295.29987_46.73947
7549,295.30023_46.79701
7550,288.6127_51.77044
7551,290.37881_37.48142
7552,291.38812_37.99022
7553,291.42249_38.53523
7554,288.10904_38.65201
7555,292.2626_46.57124
7556,290.15576_46.6312
7557,294.54276_46.66908
7558,282.47763_46.75417
7559,283.13617_46.78822
7560,295.24326_46.79489
7561,296.37497_46.80649
7562,294.92795_50.66237
7564,286.83789_46.83084
7568,291.49051_39.04866
7570,294.93173_39.36182
7571,293.22186_39.43044
7572,290.37891_39.694
7573,288.97824_39.75026
7574,289.16815_39.82918
7575,296.23184_46.90901
7576,293.50534_47.01872
7577,293.56528_47.09362
7578,294.46457_47.04544
7579,288.39456_47.26435
7580,290.93597_47.29073
7581,298.74921_46.97335
7584,297.00977_47.12102
7585,112.35771_-12.69596
7587,110.55994_-25.20702
7588,122.1782_-48.80281
7589,120.70481_-11.10152
7590,124.35924_-27.27352
7591,109.38284_13.39522
7593,112.29398_-21.83291
7594,107.28606_-31.93352
7595,103.5616_-34.22282
7596,122.89596_-27.9719
7597,116.11077_-36.09828
7598,124.72641_-37.78325
7599,111.71602_-50.26657
7600,87.13982_-63.98833
7601,128.38198_-43.82842
7602,119.30075_-42.99915
7603,162.96491_-5.78871
7604,120.83769_-51.34563
7606,125.43463_-51.75944
